,Model,Displ,Cyl,Trans,Drive,Fuel,Region,Stnd,Description,ID,Class,Air Pollution Score,City MPG,Hwy MPG,Cmb MPG,Greenhouse Gas Score,SmartWay,Comb CO2
1342,KIA Cadenza,3.3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LKMXV03.3FJ6,large car,3,20,28,23,5,No,385
1343,KIA Cadenza,3.3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LKMXV03.3FJ6,large car,3,20,28,23,5,No,385
1344,KIA Forte,1.6,4,AutoMan-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV01.6CC5,midsize car,5,27,35,30,7,Yes,296
1345,KIA Forte,1.6,4,AutoMan-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV01.6CC5,midsize car,5,27,35,30,7,Yes,296
1346,KIA Forte,1.6,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV01.6CC5,midsize car,5,25,32,28,6,No,326
1347,KIA Forte,1.6,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV01.6CC5,midsize car,5,25,32,28,6,No,326
1348,KIA Forte,2.0,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LKMXV02.0CE3,midsize car,7,29,40,33,7,Yes,269
1349,KIA Forte,2.0,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LKMXV02.0CE3,midsize car,7,29,40,33,7,Yes,269
1350,KIA Forte,2.0,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV02.0CE5,midsize car,5,29,40,33,7,Yes,269
1351,KIA Forte,2.0,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV02.0CE5,midsize car,5,29,40,33,7,Yes,269
1352,KIA Forte,2.0,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV02.0CE5,midsize car,5,27,37,31,7,Yes,290
1353,KIA Forte,2.0,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV02.0CE5,midsize car,5,27,37,31,7,Yes,290
1354,KIA Forte FE,2.0,4,CVT,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV02.0CE5,midsize car,5,31,41,35,8,Yes,256
1355,KIA Forte FE,2.0,4,CVT,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV02.0CE5,midsize car,5,31,41,35,8,Yes,256
1356,KIA K900,3.3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LKMXV03.3GK6,large car,3,18,25,21,4,No,431
1357,KIA K900,3.3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LKMXV03.3GK6,large car,3,18,25,21,4,No,431
1358,KIA Niro,1.6,4,AutoMan-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LKMXV01.6L13,station wagon,7,51,46,49,10,Elite,183
1359,KIA Niro,1.6,4,AutoMan-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LKMXV01.6L13,station wagon,7,51,46,49,10,Elite,183
1360,KIA Niro FE,1.6,4,AutoMan-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LKMXV01.6L13,station wagon,7,52,49,50,10,Elite,177
1361,KIA Niro FE,1.6,4,AutoMan-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LKMXV01.6L13,station wagon,7,52,49,50,10,Elite,177
1364,KIA Niro Touring,1.6,4,AutoMan-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LKMXV01.6L13,station wagon,7,46,40,43,9,Yes,207
1365,KIA Niro Touring,1.6,4,AutoMan-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LKMXV01.6L13,station wagon,7,46,40,43,9,Yes,207
1366,KIA Optima,1.6,4,AutoMan-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV01.6DC5,large car,5,27,37,31,7,Yes,292
1367,KIA Optima,1.6,4,AutoMan-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV01.6DC5,large car,5,27,37,31,7,Yes,292
1368,KIA Optima,2.0,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV02.0DG5,large car,5,21,30,24,5,No,371
1369,KIA Optima,2.0,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV02.0DG5,large car,5,21,30,24,5,No,371
1370,KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LKMXV02.4DH3,large car,7,24,32,27,6,No,330
1371,KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LKMXV02.4DH3,large car,7,24,32,27,6,No,330
1372,KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV02.4DH5,large car,5,24,32,27,6,No,330
1373,KIA Optima,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV02.4DH5,large car,5,24,32,27,6,No,330
1374,KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LKMXV02.4DH3,large car,7,25,35,29,6,No,311
1375,KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LKMXV02.4DH3,large car,7,25,35,29,6,No,311
1376,KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV02.4DH5,large car,5,25,35,29,6,No,311
1377,KIA Optima FE,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV02.4DH5,large car,5,25,35,29,6,No,311
1378,KIA Optima Hybrid,2.0,4,AutoMan-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LKMXV02.0D13,midsize car,7,40,45,42,9,Yes,213
1379,KIA Optima Hybrid,2.0,4,AutoMan-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LKMXV02.0D13,midsize car,7,40,45,42,9,Yes,213
1382,KIA Rio,1.6,4,CVT,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LKMXV01.6AB6,small car,3,33,41,36,8,No,249
1383,KIA Rio,1.6,4,CVT,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LKMXV01.6AB6,small car,3,33,41,36,8,No,249
1384,KIA Sedona,3.3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXT03.3KJ5,minivan,5,18,24,21,4,No,436
1385,KIA Sedona,3.3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXT03.3KJ5,minivan,5,18,24,21,4,No,436
1386,KIA Sorento,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV02.4JH5,small SUV,5,22,29,25,5,No,363
1387,KIA Sorento,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV02.4JH5,small SUV,5,22,29,25,5,No,363
1388,KIA Sorento,2.4,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV02.4JH5,small SUV,5,21,26,23,5,No,389
1389,KIA Sorento,2.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV02.4JH5,small SUV,5,21,26,23,5,No,389
1390,KIA Sorento,3.3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV03.3JJ5,small SUV,5,19,26,22,4,No,413
1391,KIA Sorento,3.3,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV03.3JJ5,small SUV,5,19,26,22,4,No,413
1392,KIA Sorento,3.3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV03.3JJ5,small SUV,5,18,24,20,4,No,436
1393,KIA Sorento,3.3,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV03.3JJ5,small SUV,5,18,24,20,4,No,436
1394,KIA Soul,1.6,4,AMS-7,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV01.6BC5,station wagon,5,27,32,29,6,No,309
1395,KIA Soul,1.6,4,AMS-7,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV01.6BC5,station wagon,5,27,32,29,6,No,309
1396,KIA Soul,2.0,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LKMXV02.0BE3,station wagon,7,27,33,30,7,Yes,303
1397,KIA Soul,2.0,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LKMXV02.0BE3,station wagon,7,27,33,30,7,Yes,303
1398,KIA Soul,2.0,4,Man-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXV02.0BE5,station wagon,5,25,31,27,6,No,332
1399,KIA Soul,2.0,4,Man-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXV02.0BE5,station wagon,5,25,31,27,6,No,332
1400,KIA Soul Eco dynamics,2.0,4,CVT,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LKMXV02.0BE3,station wagon,7,29,35,31,7,Yes,287
1401,KIA Soul Eco dynamics,2.0,4,CVT,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LKMXV02.0BE3,station wagon,7,29,35,31,7,Yes,287
1402,KIA Sportage,2.0,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXT02.0HG5,small SUV,5,20,28,23,5,No,392
1403,KIA Sportage,2.0,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXT02.0HG5,small SUV,5,20,28,23,5,No,392
1404,KIA Sportage,2.0,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXT02.0HG5,small SUV,5,19,24,21,4,No,421
1405,KIA Sportage,2.0,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXT02.0HG5,small SUV,5,19,24,21,4,No,421
1406,KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LKMXT02.4HH3,small SUV,7,23,30,26,5,No,351
1407,KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LKMXT02.4HH3,small SUV,7,23,30,26,5,No,351
1408,KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXT02.4HH5,small SUV,5,23,30,26,5,No,351
1409,KIA Sportage,2.4,4,SemiAuto-6,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXT02.4HH5,small SUV,5,23,30,26,5,No,351
1410,KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LKMXT02.4HH3,small SUV,7,22,26,23,5,No,386
1411,KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LKMXT02.4HH3,small SUV,7,22,26,23,5,No,386
1412,KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXT02.4HH5,small SUV,5,22,26,23,5,No,386
1413,KIA Sportage,2.4,4,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXT02.4HH5,small SUV,5,22,26,23,5,No,386
1414,KIA Stinger,2.0,4,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LKMXV02.0EG6,midsize car,3,22,29,25,5,No,365
1415,KIA Stinger,2.0,4,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LKMXV02.0EG6,midsize car,3,22,29,25,5,No,365
1416,KIA Stinger,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LKMXV02.0EG6,midsize car,3,21,29,24,5,No,368
1417,KIA Stinger,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LKMXV02.0EG6,midsize car,3,21,29,24,5,No,368
1418,KIA Stinger,3.3,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LKMXV03.3EJ6,midsize car,3,17,25,20,4,No,446
1419,KIA Stinger,3.3,6,SemiAuto-8,2WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LKMXV03.3EJ6,midsize car,3,17,25,20,4,No,446
1420,KIA Stinger,3.3,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LKMXV03.3EJ6,midsize car,3,17,25,20,4,No,449
1421,KIA Stinger,3.3,6,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LKMXV03.3EJ6,midsize car,3,17,25,20,4,No,449
1422,KIA Telluride,3.8,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXT03.8ML5,small SUV,5,20,26,23,5,No,395
1423,KIA Telluride,3.8,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXT03.8ML5,small SUV,5,20,26,23,5,No,395
1424,KIA Telluride,3.8,6,SemiAuto-8,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LKMXT03.8ML5,small SUV,5,19,24,21,4,No,426
1425,KIA Telluride,3.8,6,SemiAuto-8,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LKMXT03.8ML5,small SUV,5,19,24,21,4,No,426
1426,LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV06.5LDR,small car,1,9,15,11,1,No,787
1427,LAMBORGHINI Aventador Coupe,6.5,12,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV06.5LDR,small car,1,9,15,11,1,No,787
1428,LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV06.5LDR,small car,1,9,15,11,1,No,806
1429,LAMBORGHINI Aventador Roadster,6.5,12,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV06.5LDR,small car,1,9,15,11,1,No,806
1430,LAMBORGHINI Huracan,5.2,10,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV05.2NDE,small car,1,13,18,15,2,No,595
1431,LAMBORGHINI Huracan,5.2,10,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV05.2NDE,small car,1,13,18,15,2,No,595
1432,LAMBORGHINI Huracan,5.2,10,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV05.2NDE,small car,1,13,18,15,2,No,596
1433,LAMBORGHINI Huracan,5.2,10,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV05.2NDE,small car,1,13,18,15,2,No,596
1434,LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,2WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV05.2NDE,small car,1,13,18,15,2,No,595
1435,LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,2WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV05.2NDE,small car,1,13,18,15,2,No,595
1436,LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,4WD,Gasoline,CA,L3LEV160,California LEV-III LEV160,LVGAV05.2NDE,small car,1,13,18,15,2,No,596
1437,LAMBORGHINI Huracan Spyder,5.2,10,AMS-7,4WD,Gasoline,FA,T3B160,Federal Tier 3 Bin 160,LVGAV05.2NDE,small car,1,13,18,15,2,No,596
1438,LAMBORGHINI Urus,4.0,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LVGAT04.0PAA,standard SUV,3,12,17,14,1,No,617
1439,LAMBORGHINI Urus,4.0,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LVGAT04.0PAA,standard SUV,3,12,17,14,1,No,617
1440,LAND ROVER Defender 110,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT02.0RTW,standard SUV,7,17,20,18,3,No,492
1441,LAND ROVER Defender 110,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT02.0RTW,standard SUV,7,17,20,18,3,No,492
1442,LAND ROVER Defender 110 MHEV,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT03.0HTR,standard SUV,7,17,22,19,3,No,462
1443,LAND ROVER Defender 110 MHEV,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT03.0HTR,standard SUV,7,17,22,19,3,No,462
1444,LAND ROVER Defender 90,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT02.0RTW,standard SUV,7,18,21,19,3,No,466
1445,LAND ROVER Defender 90,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT02.0RTW,standard SUV,7,18,21,19,3,No,466
1446,LAND ROVER Defender 90 MHEV,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT03.0HTR,standard SUV,7,17,22,19,3,No,462
1447,LAND ROVER Defender 90 MHEV,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT03.0HTR,standard SUV,7,17,22,19,3,No,462
1448,LAND ROVER Discovery,3.0,6,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LJLXT03.0GTR,standard SUV,1,21,26,23,4,No,448
1449,LAND ROVER Discovery,3.0,6,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LJLXT03.0GTR,standard SUV,1,21,26,23,4,No,448
1450,LAND ROVER Discovery,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT03.0FSP,standard SUV,7,16,21,18,3,No,500
1451,LAND ROVER Discovery,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT03.0FSP,standard SUV,7,16,21,18,3,No,500
1452,LAND ROVER Discovery Sport,2.0,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT02.0RTV,small SUV,7,19,24,21,4,No,427
1453,LAND ROVER Discovery Sport,2.0,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT02.0RTV,small SUV,7,19,24,21,4,No,427
1454,LAND ROVER Discovery Sport MHEV,2.0,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT02.0RTV,small SUV,7,19,24,21,4,No,422
1455,LAND ROVER Discovery Sport MHEV,2.0,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT02.0RTV,small SUV,7,19,24,21,4,No,422
1456,LAND ROVER Evoque,2.0,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT02.0RTV,small SUV,7,20,27,23,5,No,394
1457,LAND ROVER Evoque,2.0,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT02.0RTV,small SUV,7,20,27,23,5,No,394
1458,LAND ROVER Evoque MHEV,2.0,4,SemiAuto-9,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT02.0RTV,small SUV,7,21,26,23,5,No,389
1459,LAND ROVER Evoque MHEV,2.0,4,SemiAuto-9,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT02.0RTV,small SUV,7,21,26,23,5,No,389
1460,LAND ROVER Range Rover,3.0,6,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
1461,LAND ROVER Range Rover,3.0,6,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
1462,LAND ROVER Range Rover,5.0,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
1463,LAND ROVER Range Rover,5.0,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
1464,LAND ROVER Range Rover LWB,5.0,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
1465,LAND ROVER Range Rover LWB,5.0,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LJLXT05.0FSN,standard SUV,3,16,21,18,3,No,491
1466,LAND ROVER Range Rover LWB SVA,5.0,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LJLXT05.0FSN,standard SUV,3,13,19,15,2,No,587
1467,LAND ROVER Range Rover LWB SVA,5.0,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LJLXT05.0FSN,standard SUV,3,13,19,15,2,No,587
1468,LAND ROVER Range Rover MHEV,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXT03.0HTR,standard SUV,7,19,24,21,4,No,427
1469,LAND ROVER Range Rover MHEV,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXT03.0HTR,standard SUV,7,19,24,21,4,No,427
1472,LAND ROVER Range Rover SVA,5.0,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LJLXT05.0FSN,standard SUV,3,14,19,16,2,No,569
1473,LAND ROVER Range Rover SVA,5.0,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LJLXT05.0FSN,standard SUV,3,14,19,16,2,No,569
1474,LAND ROVER Range Rover Sport,3.0,6,SemiAuto-8,4WD,Diesel,CA,L3LEV160,California LEV-III LEV160,LJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
1475,LAND ROVER Range Rover Sport,3.0,6,SemiAuto-8,4WD,Diesel,FA,T3B160,Federal Tier 3 Bin 160,LJLXT03.0GTR,standard SUV,1,22,28,24,4,No,412
1476,LAND ROVER Range Rover Sport,5.0,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LJLXT05.0FSN,standard SUV,3,17,22,19,3,No,474
1477,LAND ROVER Range Rover Sport,5.0,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LJLXT05.0FSN,standard SUV,3,17,22,19,3,No,474
1480,LAND ROVER Range Rover Sport SVR,5.0,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LJLXT05.0FSN,standard SUV,3,15,20,16,2,No,540
1481,LAND ROVER Range Rover Sport SVR,5.0,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LJLXT05.0FSN,standard SUV,3,15,20,16,2,No,540
1482,LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXJ02.0RTX,small SUV,7,21,27,23,5,No,384
1483,LAND ROVER Range Rover Velar,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXJ02.0RTX,small SUV,7,21,27,23,5,No,384
1484,LAND ROVER Range Rover Velar,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXJ03.0FSP,small SUV,7,18,24,20,4,No,439
1485,LAND ROVER Range Rover Velar,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXJ03.0FSP,small SUV,7,18,24,20,4,No,439
1486,LAND ROVER Range Rover Velar,5.0,8,SemiAuto-8,4WD,Gasoline,CA,L3ULEV125,California LEV-III ULEV125,LJLXJ05.0FSM,small SUV,3,15,20,17,3,No,511
1487,LAND ROVER Range Rover Velar,5.0,8,SemiAuto-8,4WD,Gasoline,FA,T3B125,Federal Tier 3 Bin 125,LJLXJ05.0FSM,small SUV,3,15,20,17,3,No,511
1488,LAND ROVER Range Rover Velar P300,2.0,4,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXJ02.0RTX,small SUV,7,20,26,22,4,No,399
1489,LAND ROVER Range Rover Velar P300,2.0,4,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXJ02.0RTX,small SUV,7,20,26,22,4,No,399
1490,LAND ROVER Range Rover Velar P380,3.0,6,SemiAuto-8,4WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LJLXJ03.0FSP,small SUV,7,18,24,20,4,No,439
1491,LAND ROVER Range Rover Velar P380,3.0,6,SemiAuto-8,4WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LJLXJ03.0FSP,small SUV,7,18,24,20,4,No,439
1492,LEXUS ES 300h,2.5,4,SCV-6,2WD,Gasoline,CA,L3SULEV30,California LEV-III SULEV30,LTYXV02.5P33,midsize car,7,43,44,44,9,Yes,201
1493,LEXUS ES 300h,2.5,4,SCV-6,2WD,Gasoline,FA,T3B30,Federal Tier 3 Bin 30,LTYXV02.5P33,midsize car,7,43,44,44,9,Yes,201
1494,LEXUS ES 350,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV03.5M5B,midsize car,5,22,32,26,5,No,346
1495,LEXUS ES 350,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV03.5M5B,midsize car,5,22,32,26,5,No,346
1496,LEXUS ES 350 F Sport,3.5,6,SemiAuto-8,2WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV03.5M5B,midsize car,5,22,31,25,5,No,352
1497,LEXUS ES 350 F Sport,3.5,6,SemiAuto-8,2WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV03.5M5B,midsize car,5,22,31,25,5,No,352
1498,LEXUS GS 350,3.5,6,SemiAuto-6,4WD,Gasoline,CA,L3ULEV70,California LEV-III ULEV70,LTYXV03.5M5A,midsize car,5,19,26,21,4,No,422
1499,LEXUS GS 350,3.5,6,SemiAuto-6,4WD,Gasoline,FA,T3B70,Federal Tier 3 Bin 70,LTYXV03.5M5A,midsize car,5,19,26,21,4,No,422
